Series ID,Year,Period,Value
CES3000000001,2018,M01,12556
CES3000000001,2018,M02,12582
CES3000000001,2018,M03,12608
CES3000000001,2018,M04,12632
CES3000000001,2018,M05,12661
CES3000000001,2018,M06,12693
CES3000000001,2018,M07,12714
CES3000000001,2018,M08,12724
CES3000000001,2018,M09,12743
CES3000000001,2018,M10,12762
CES3000000001,2018,M11,12774
CES3000000001,2018,M12,12793
CES3000000001,2019,M01,12822
CES3000000001,2019,M02,12821
CES3000000001,2019,M03,12819
CES3000000001,2019,M04,12824
CES3000000001,2019,M05,12821
CES3000000001,2019,M06,12829
CES3000000001,2019,M07,12832
CES3000000001,2019,M08,12827
CES3000000001,2019,M09,12820
CES3000000001,2019,M10,12764
CES3000000001,2019,M11,12812
CES3000000001,2019,M12,12795
